race_id,race_date,course,distance,surface,condition,horse_no,horse_name,age,sex,weight,weight_diff,jockey,trainer,odds_win,popularity,finish_pos,time_sec,prize,surface_code,condition_code,sex_code,jockey_id,trainer_id,course_id,log_odds,odds_rank_pct,implied_prob,prob_norm,weight_abs_diff,weight_increase,weight_decrease,log_distance,is_sprint,is_mile,is_middle,is_long,jockey_te_place,trainer_te_place,course_te_place,label_win,label_place,payout_win
1317,2018-01-04,東京,3200,ダート,良,5,馬1317_05,7,牝,444,-3,騎手08,調教師43,2.2,1,1,252.1,3000,0,0,1,7,42,7,1.1631508098056809,0.1111111111111111,0.45454545454545453,0.3650566110939416,3,0,1,8.070906088787819,0,0,0,1,5.510455954302108,6.0842527125820105,6.748691369940159,1,1,220.00000000000003
1317,2018-01-04,東京,3200,ダート,良,6,馬1317_06,4,牝,509,-3,騎手30,調教師42,51.9,7,7,254.0,0,0,0,1,29,41,7,3.9684033388642534,0.7777777777777778,0.01926782273603083,0.01547446135658327,3,0,1,8.070906088787819,0,0,0,1,5.896347067319712,6.837163273027147,6.748691369940159,0,0,0.0
1317,2018-01-04,東京,3200,ダート,良,7,馬1317_07,3,牡,534,-5,騎手04,調教師41,2.3,2,2,252.5,1200,0,0,0,3,40,7,1.1939224684724346,0.2222222222222222,0.4347826086956522,0.34918458452463985,5,0,1,8.070906088787819,0,0,0,1,6.106999061544517,6.85037627325545,6.748691369940159,0,1,0.0
1317,2018-01-04,東京,3200,ダート,良,8,馬1317_08,3,牡,517,0,騎手16,調教師09,32.5,6,6,253.4,0,0,0,0,15,8,7,3.5115454388310208,0.6666666666666666,0.03076923076923077,0.024711524443282205,0,0,0,8.070906088787819,0,0,0,1,8.86187151069849,7.653917199728718,6.748691369940159,0,0,0.0
1317,2018-01-04,東京,3200,ダート,良,9,馬1317_09,7,騸,436,-4,騎手22,調教師04,23.1,5,5,253.3,300,0,0,2,21,3,7,3.1822118404966093,0.5555555555555556,0.04329004329004329,0.034767296294661104,4,0,1,8.070906088787819,0,0,0,1,8.076230255656094,6.830721335759119,6.748691369940159,0,0,0.0
1853,2018-01-04,中山,1150,ダート,良,1,馬1853_01,6,牡,455,-1,騎手02,調教師42,4.7,2,4,129.7,450,0,0,0,1,41,1,1.7404661748405046,0.2,0.2127659574468085,0.17050030865577961,1,0,1,7.047517221357296,1,0,0,0,7.421399952550113,7.070235049503342,6.815003413878012,0,0,0.0
1853,2018-01-04,中山,1150,ダート,良,2,馬1853_02,3,牝,517,0,騎手10,調教師27,78.3,8,8,130.8,0,0,0,1,9,26,1,4.373238128640803,0.8,0.01277139208173691,0.010234373571930577,0,0,0,7.047517221357296,1,0,0,0,7.5164578815493455,6.842920127011036,6.815003413878012,0,0,0.0
1853,2018-01-04,中山,1150,ダート,良,3,馬1853_03,4,牡,511,-6,騎手27,調教師32,123.8,9,9,131.4,0,0,0,0,26,31,1,4.826712455935327,0.9,0.008077544426494346,0.006472951944120874,6,0,1,7.047517221357296,1,0,0,0,7.351688321496864,6.152583630361408,6.815003413878012,0,0,0.0
1853,2018-01-04,中山,1150,ダート,良,4,馬1853_04,7,牡,467,0,騎手21,調教師26,5.0,3,2,129.4,1200,0,0,0,20,25,1,1.791759469228055,0.3,0.2,0.16027029013643285,0,0,0,7.047517221357296,1,0,0,0,5.539306981011016,6.5356517962503,6.815003413878012,0,1,0.0
1853,2018-01-04,中山,1150,ダート,良,5,馬1853_05,3,牡,502,7,騎手05,調教師03,34.9,7,6,130.6,0,0,0,0,4,2,1,3.580737295494233,0.7,0.02865329512893983,0.02296135961840012,7,1,0,7.047517221357296,1,0,0,0,9.696444334757945,7.145631718708642,6.815003413878012,0,0,0.0
1853,2018-01-04,中山,1150,ダート,良,6,馬1853_06,7,牝,473,-9,騎手13,調教師13,21.3,6,7,130.6,0,0,0,1,12,12,1,3.104586678466073,0.6,0.046948356807511735,0.037622133834843384,9,0,1,7.047517221357296,1,0,0,0,6.292974056624603,6.7709984528166345,6.815003413878012,0,0,0.0
1853,2018-01-04,中山,1150,ダート,良,7,馬1853_07,6,牡,474,-6,騎手08,調教師47,10.9,5,5,130.2,300,0,0,0,7,46,1,2.4765384001174837,0.5,0.09174311926605504,0.07351848171396001,6,0,1,7.047517221357296,1,0,0,0,5.48702886780383,7.3209091078989035,6.815003413878012,0,0,0.0
1853,2018-01-04,中山,1150,ダート,良,8,馬1853_08,5,牝,492,3,騎手25,調教師20,2.1,1,1,128.8,3000,0,0,1,24,19,1,1.1314021114911006,0.1,0.47619047619047616,0.38159592889626864,3,1,0,7.047517221357296,1,0,0,0,5.534411182121669,7.3832803401994,6.815003413878012,1,1,210.0
1853,2018-01-04,中山,1150,ダート,良,9,馬1853_09,7,牡,529,1,騎手01,調教師11,6.1,4,3,129.7,750,0,0,0,0,10,1,1.9600947840472698,0.4,0.1639344262295082,0.13136909027576463,1,1,0,7.047517221357296,1,0,0,0,5.492639077146119,7.233578550372443,6.815003413878012,0,1,0.0
1853,2018-01-04,中山,1150,ダート,良,10,馬1853_10,5,牡,473,2,騎手18,調教師37,146.9,10,10,131.6,0,0,0,0,17,36,1,4.996536369716754,1.0,0.0068073519400953025,0.005455081352499416,2,1,0,7.047517221357296,1,0,0,0,9.825976390175786,6.828703886872203,6.815003413878012,0,0,0.0
229,2018-01-08,中京,1700,芝,稍重,1,馬0229_01,5,牡,439,-11,騎手01,調教師07,2.7,1,1,162.0,3000,1,1,0,0,6,0,1.308332819650179,0.1,0.37037037037037035,0.29851242279821866,11,0,1,7.438383530044307,0,1,0,0,5.485139923884181,7.452840337555363,6.752067550671978,1,1,270.0
229,2018-01-08,中京,1700,芝,稍重,2,馬0229_02,5,牡,504,-2,騎手05,調教師46,28.3,7,7,163.5,0,1,1,0,4,45,0,3.3775875160230218,0.7,0.0353356890459364,0.028479983800536766,2,0,1,7.438383530044307,0,1,0,0,9.600596943217424,6.878273662364571,6.752067550671978,0,0,0.0
229,2018-01-08,中京,1700,芝,稍重,3,馬0229_03,4,牝,482,-2,騎手14,調教師04,22.0,6,9,164.4,0,1,1,1,13,3,0,3.1354942159291497,0.6,0.045454545454545456,0.03663561552523593,2,0,1,7.438383530044307,0,1,0,0,5.004342189901196,6.890015499504551,6.752067550671978,0,0,0.0
229,2018-01-08,中京,1700,芝,稍重,4,馬0229_04,6,牡,519,9,騎手13,調教師16,10.4,5,6,163.0,0,1,1,0,12,15,0,2.4336133554004498,0.5,0.09615384615384615,0.07749841745722984,9,1,0,7.438383530044307,0,1,0,0,6.15306191763247,6.135849419940329,6.752067550671978,0,0,0.0
229,2018-01-08,中京,1700,芝,稍重,5,馬0229_05,4,牝,475,0,騎手16,調教師30,125.3,10,10,164.5,0,1,1,1,15,29,0,4.838660029356445,1.0,0.007980845969672785,0.006432430499243339,0,0,0,7.438383530044307,0,1,0,0,8.850665231440194,7.671272744349667,6.752067550671978,0,0,0.0
229,2018-01-08,中京,1700,芝,稍重,6,馬0229_06,3,牝,481,-21,騎手21,調教師48,5.0,3,3,162.9,750,1,1,1,20,47,0,1.791759469228055,0.3,0.2,0.16119670831103808,21,0,1,7.438383530044307,0,1,0,0,5.418259315519589,6.477330961321109,6.752067550671978,0,1,0.0
229,2018-01-08,中京,1700,芝,稍重,7,馬0229_07,5,牡,506,6,騎手03,調教師43,4.0,2,2,162.2,1200,1,1,0,2,42,0,1.6094379124341003,0.2,0.25,0.2014958853887976,6,1,0,7.438383530044307,0,1,0,0,4.94991659455112,6.044827129210001,6.752067550671978,0,1,0.0
229,2018-01-08,中京,1700,芝,稍重,8,馬0229_08,3,牝,459,1,騎手24,調教師44,31.2,8,4,162.8,450,1,1,1,23,43,0,3.4719664525503626,0.8,0.032051282051282055,0.02583280581907662,1,1,0,7.438383530044307,0,1,0,0,4.834874192474193,7.117885184990448,6.752067550671978,0,0,0.0
229,2018-01-08,中京,1700,芝,稍重,9,馬0229_09,7,牡,492,-10,騎手11,調教師02,32.3,9,5,163.3,300,1,1,0,10,1,0,3.505557396986398,0.9,0.030959752321981428,0.02495305082214212,10,0,1,7.438383530044307,0,1,0,0,8.156880793856843,6.002036752676139,6.752067550671978,0,0,0.0
229,2018-01-08,中京,1700,芝,稍重,10,馬0229_10,4,牡,505,0,騎手15,調教師49,5.8,4,8,164.5,0,1,1,0,14,48,0,1.916922612182061,0.4,0.1724137931034483,0.1389626795784811,0,0,0,7.438383530044307,0,1,0,0,7.7047563291802925,6.403115547646798,6.752067550671978,0,0,0.0
941,2018-01-09,京都,1000,ダート,重,1,馬0941_01,5,牡,486,7,騎手12,調教師18,1.8,1,1,120.0,3000,0,2,0,11,17,2,1.0296194171811583,0.07692307692307693,0.5555555555555556,0.4399219426118337,7,1,0,6.907755278982137,1,0,0,0,4.564105008640081,7.004962348885001,6.796052792259165,1,1,180.0
941,2018-01-09,京都,1000,ダート,重,2,馬0941_02,6,牡,495,-10,騎手20,調教師13,10.4,4,5,120.9,300,0,2,0,19,12,2,2.4336133554004498,0.3076923076923077,0.09615384615384615,0.0761403362212789,10,0,1,6.907755278982137,1,0,0,0,6.325590413825708,6.654758851580367,6.796052792259165,0,0,0.0
941,2018-01-09,京都,1000,ダート,重,3,馬0941_03,7,牡,449,-5,騎手23,調教師36,7.6,3,3,120.7,750,0,2,0,22,35,2,2.151762203259462,0.23076923076923078,0.13157894736842105,0.10419203903964482,5,0,1,6.907755278982137,1,0,0,0,4.104462820179307,6.480742653277864,6.796052792259165,0,1,0.0
941,2018-01-09,京都,1000,ダート,重,4,馬0941_04,6,牝,498,-12,騎手14,調教師39,63.9,9,9,122.7,0,0,2,1,13,38,2,4.1728476237100445,0.6923076923076923,0.01564945226917058,0.012392167397516442,12,0,1,6.907755278982137,1,0,0,0,5.021795213738341,7.466819298538427,6.796052792259165,0,0,0.0
941,2018-01-09,京都,1000,ダート,重,5,馬0941_05,4,牝,465,2,騎手13,調教師20,16.2,5,7,121.9,0,0,2,1,12,19,2,2.8449093838194073,0.38461538461538464,0.0617283950617284,0.0488802158457593,2,1,0,6.907755278982137,1,0,0,0,6.181235053398442,7.3464193119805365,6.796052792259165,0,0,0.0
941,2018-01-09,京都,1000,ダート,重,6,馬0941_06,3,牡,458,0,騎手08,調教師23,3.5,2,2,120.3,1200,0,2,0,7,22,2,1.5040773967762742,0.15384615384615385,0.2857142857142857,0.22624557048608587,0,0,0,6.907755278982137,1,0,0,0,5.4170021579470395,6.007133597694822,6.796052792259165,0,1,0.0
941,2018-01-09,京都,1000,ダート,重,7,馬0941_07,5,牝,447,7,騎手07,調教師47,42.7,7,6,121.5,0,0,2,1,6,46,2,3.7773481021015445,0.5384615384615384,0.023419203747072598,0.01854471889230212,7,1,0,6.907755278982137,1,0,0,0,5.691157163250186,7.228131583659222,6.796052792259165,0,0,0.0
941,2018-01-09,京都,1000,ダート,重,8,馬0941_08,6,騸,493,0,騎手18,調教師06,72.1,10,12,123.1,0,0,2,2,17,5,2,4.291828366755733,0.7692307692307693,0.013869625520110958,0.010982794683790579,0,0,0,6.907755278982137,1,0,0,0,9.6845399549945,6.916573794714498,6.796052792259165,0,0,0.0
941,2018-01-09,京都,1000,ダート,重,9,馬0941_09,2,騸,496,8,騎手30,調教師25,154.8,11,13,123.8,0,0,2,2,29,24,2,5.048573133436648,0.8461538461538461,0.006459948320413436,0.005115371425718996,8,1,0,6.907755278982137,1,0,0,0,5.757070560336501,6.5483618303167175,6.796052792259165,0,0,0.0
941,2018-01-09,京都,1000,ダート,重,10,馬0941_10,7,牝,491,6,騎手16,調教師24,212.5,13,11,123.2,0,0,2,1,15,23,2,5.363636832668679,1.0,0.004705882352941176,0.003726397631535532,6,1,0,6.907755278982137,1,0,0,0,8.78360114798267,6.45692547517365,6.796052792259165,0,0,0.0
941,2018-01-09,京都,1000,ダート,重,11,馬0941_11,7,牡,483,0,騎手22,調教師31,185.6,12,10,122.6,0,0,2,0,21,30,2,5.228967288413243,0.9230769230769231,0.005387931034482759,0.004266484357226836,0,0,0,6.907755278982137,1,0,0,0,8.194771690163396,6.3511715755810245,6.796052792259165,0,0,0.0
941,2018-01-09,京都,1000,ダート,重,12,馬0941_12,6,牡,474,10,騎手28,調教師43,62.9,8,8,121.9,0,0,2,0,27,42,2,4.157319361383489,0.6153846153846154,0.01589825119236884,0.01258918118762004,10,1,0,6.907755278982137,1,0,0,0,9.862073960697815,5.979843661661843,6.796052792259165,0,0,0.0
941,2018-01-09,京都,1000,ダート,重,13,馬0941_13,6,牝,486,-1,騎手29,調教師29,21.4,6,4,120.9,450,0,2,1,28,28,2,3.109060958860994,0.46153846153846156,0.04672897196261683,0.03700278021968695,1,0,1,6.907755278982137,1,0,0,0,8.952209446671471,7.210412829519529,6.796052792259165,0,0,0.0
1592,2018-01-09,福島,1900,ダート,良,1,馬1592_01,3,牡,452,6,騎手24,調教師41,2.0,1,2,174.2,1200,0,0,0,23,40,8,1.0986122886681098,0.1,0.5,0.3997491060120941,6,1,0,7.549609165154532,0,0,1,0,4.746422679052549,6.85037627325545,6.76659838997825,0,1,0.0
1592,2018-01-09,福島,1900,ダート,良,2,馬1592_02,5,牝,484,-4,騎手06,調教師39,3.7,2,3,174.8,750,0,0,1,5,38,8,1.547562508716013,0.2,0.27027027027027023,0.21608059784437517,4,0,1,7.549609165154532,0,0,1,0,4.38244534084171,7.576990925740926,6.76659838997825,0,1,0.0
1592,2018-01-09,福島,1900,ダート,良,3,馬1592_03,7,牡,495,3,騎手13,調教師14,80.5,7,8,175.7,0,0,0,0,12,13,8,4.400603020246817,0.7,0.012422360248447204,0.00993165480775389,3,1,0,7.549609165154532,0,0,1,0,6.027379031225185,6.890995688614736,6.76659838997825,0,0,0.0
1592,2018-01-09,福島,1900,ダート,良,4,馬1592_04,3,牝,486,-1,騎手05,調教師18,344.9,9,9,176.2,0,0,0,1,4,17,8,5.846149715943123,0.9,0.0028993911278631487,0.002318058022685382,1,0,1,7.549609165154532,0,0,1,0,9.616869328588079,6.996628488225126,6.76659838997825,0,0,0.0
1592,2018-01-09,福島,1900,ダート,良,5,馬1592_05,4,騸,491,-9,騎手16,調教師02,138.8,8,7,175.7,0,0,0,2,15,1,8,4.94021282979971,0.8,0.007204610951008645,0.005760073573661298,9,0,1,7.549609165154532,0,0,1,0,8.86187151069849,6.016948554355038,6.76659838997825,0,0,0.0
1592,2018-01-09,福島,1900,ダート,良,6,馬1592_06,5,牡,450,2,騎手02,調教師34,9.7,5,5,175.2,300,0,0,0,1,33,8,2.3702437414678603,0.5,0.10309278350515465,0.08242249608496786,2,1,0,7.549609165154532,0,0,1,0,7.413065964536553,6.315395222705927,6.76659838997825,0,0,0.0
1592,2018-01-09,福島,1900,ダート,良,7,馬1592_07,5,牡,496,-4,騎手25,調教師42,5.7,3,1,173.8,3000,0,0,0,24,41,8,1.9021075263969205,0.3,0.17543859649122806,0.14026284421476987,4,0,1,7.549609165154532,0,0,1,0,5.413644466315089,6.837163273027147,6.76659838997825,1,1,570.0
1592,2018-01-09,福島,1900,ダート,良,8,馬1592_08,6,牝,526,4,騎手28,調教師29,814.0,10,10,176.7,0,0,0,1,27,28,8,6.703188113240863,1.0,0.0012285012285012285,0.0009821845356562508,4,1,0,7.549609165154532,0,0,1,0,9.806837278843501,7.050232778493648,6.76659838997825,0,0,0.0
1592,2018-01-09,福島,1900,ダート,良,9,馬1592_09,7,騸,493,-1,騎手21,調教師07,45.5,6,6,175.6,0,0,0,2,20,6,8,3.8394523125933104,0.6,0.02197802197802198,0.017571389275256886,1,0,1,7.549609165154532,0,0,1,0,5.435543076192226,7.38004296665714,6.76659838997825,0,0,0.0
1592,2018-01-09,福島,1900,ダート,良,10,馬1592_10,4,牝,521,-17,騎手01,調教師49,6.4,4,4,174.9,450,0,0,1,0,48,8,2.0014800002101243,0.4,0.15625,0.12492159562877941,17,0,1,7.549609165154532,0,0,1,0,5.466660959585488,6.559141565772865,6.76659838997825,0,0,0.0
88,2018-01-10,中山,2200,芝,良,1,馬0088_01,5,牡,466,-11,騎手01,調教師46,61.0,8,7,193.5,0,1,0,0,0,45,1,4.127134385045092,0.7272727272727273,0.01639344262295082,0.013098272788668578,11,0,1,7.696212639346407,0,0,1,0,5.492639077146119,7.074795767003559,6.815003413878012,0,0,0.0
88,2018-01-10,中山,2200,芝,良,2,馬0088_02,6,牝,472,-8,騎手30,調教師44,2.9,2,2,192.5,1200,1,0,1,29,43,1,1.3609765531356006,0.18181818181818182,0.3448275862068966,0.27551539314095974,8,0,1,7.696212639346407,0,0,1,0,5.849691470146015,7.0550168526359,6.815003413878012,0,1,0.0
88,2018-01-10,中山,2200,芝,良,3,馬0088_03,2,牡,453,1,騎手24,調教師34,14.6,4,4,193.0,450,1,0,0,23,33,1,2.747270914255491,0.36363636363636365,0.0684931506849315,0.0547256602814235,1,1,0,7.696212639346407,0,0,1,0,4.741411606765937,6.170834706640333,6.815003413878012,0,0,0.0
88,2018-01-10,中山,2200,芝,良,4,馬0088_04,5,騸,468,-1,騎手26,調教師06,244.8,10,9,194.6,0,1,0,2,25,5,1,5.504518197131935,0.9090909090909091,0.004084967320261438,0.003263866993908428,1,0,1,7.696212639346407,0,0,1,0,9.121178146879082,7.194123654123654,6.815003413878012,0,0,0.0
88,2018-01-10,中山,2200,芝,良,5,馬0088_05,5,牡,398,-2,騎手27,調教師10,24.0,6,8,194.1,0,1,0,0,26,9,1,3.2188758248682006,0.5454545454545454,0.041666666666666664,0.03329144333786596,2,0,1,7.696212639346407,0,0,1,0,7.351688321496864,6.790015886025861,6.815003413878012,0,0,0.0
88,2018-01-10,中山,2200,芝,良,6,馬0088_06,3,牝,510,-8,騎手09,調教師23,4.8,3,3,192.5,750,1,0,1,8,22,1,1.7578579175523736,0.2727272727272727,0.20833333333333334,0.16645721668932983,8,0,1,7.696212639346407,0,0,1,0,9.430041268069438,6.025054655489438,6.815003413878012,0,1,0.0
88,2018-01-10,中山,2200,芝,良,7,馬0088_07,4,牝,512,0,騎手13,調教師08,32.5,7,6,193.3,0,1,0,1,12,7,1,3.5115454388310208,0.6363636363636364,0.03076923076923077,0.024584450464885638,0,0,0,7.696212639346407,0,0,1,0,6.292974056624603,6.461416143234325,6.815003413878012,0,0,0.0
88,2018-01-10,中山,2200,芝,良,8,馬0088_08,7,牝,485,-5,騎手21,調教師17,19.6,5,5,193.3,300,1,0,1,20,16,1,3.0252910757955354,0.45454545454545453,0.0510204081632653,0.04076503265861138,5,0,1,7.696212639346407,0,0,1,0,5.539306981011016,6.865165100239727,6.815003413878012,0,0,0.0
88,2018-01-10,中山,2200,芝,良,9,馬0088_09,3,騸,449,-4,騎手11,調教師32,130.0,9,10,194.4,0,1,0,2,10,31,1,4.875197323201151,0.8181818181818182,0.007692307692307693,0.006146112616221409,4,0,1,7.696212639346407,0,0,1,0,7.93775275854922,6.152583630361408,6.815003413878012,0,0,0.0
88,2018-01-10,中山,2200,芝,良,10,馬0088_10,4,牝,483,11,騎手15,調教師11,475.9,11,11,194.9,0,1,0,1,14,10,1,6.167306825304179,1.0,0.002101281781886951,0.001678912881085907,11,1,0,7.696212639346407,0,0,1,0,7.6778892786411586,7.233578550372443,6.815003413878012,0,0,0.0
88,2018-01-10,中山,2200,芝,良,11,馬0088_11,3,騸,480,4,騎手23,調教師28,2.1,1,1,192.6,3000,1,0,2,22,27,1,1.1314021114911006,0.09090909090909091,0.47619047619047616,0.38047363814703955,4,1,0,7.696212639346407,0,0,1,0,4.22156605592661,6.730088277418375,6.815003413878012,1,1,210.0
1016,2018-01-12,函館,3000,芝,重,1,馬1016_01,7,牡,488,-13,騎手28,調教師21,178.2,12,12,243.6,0,1,2,0,27,20,3,5.18850250054083,0.9230769230769231,0.0056116722783389455,0.004551395406862771,13,0,1,8.006367567650246,0,0,0,1,9.862073960697815,7.098505867070223,6.7100377311220685,0,0,0.0
1016,2018-01-12,函館,3000,芝,重,2,馬1016_02,4,牡,481,-3,騎手13,調教師31,12.4,5,7,241.8,0,1,2,0,12,30,3,2.5952547069568657,0.38461538461538464,0.08064516129032258,0.0654079565728182,3,0,1,8.006367567650246,0,0,0,1,6.181235053398442,6.3511715755810245,6.7100377311220685,0,0,0.0
1016,2018-01-12,函館,3000,芝,重,3,馬1016_03,5,牡,503,-2,騎手27,調教師23,11.9,4,8,242.1,0,1,2,0,26,22,3,2.5572273113676265,0.3076923076923077,0.08403361344537814,0.06815619004226434,2,0,1,8.006367567650246,0,0,0,1,7.424478422266033,6.007133597694822,6.7100377311220685,0,0,0.0
1016,2018-01-12,函館,3000,芝,重,4,馬1016_04,6,牡,494,11,騎手05,調教師47,39.9,10,9,242.1,0,1,2,0,4,46,3,3.711130063048756,0.7692307692307693,0.025062656641604012,0.02032728474944726,11,1,0,8.006367567650246,0,0,0,1,9.53243507484579,7.228131583659222,6.7100377311220685,0,0,0.0
1016,2018-01-12,函館,3000,芝,重,5,馬1016_05,2,牡,505,7,騎手06,調教師44,6.5,2,2,240.4,1200,1,2,0,5,43,3,2.0149030205422647,0.15384615384615385,0.15384615384615385,0.12477825561583779,7,1,0,8.006367567650246,0,0,0,1,4.322410763587234,6.94015194149965,6.7100377311220685,0,1,0.0
1016,2018-01-12,函館,3000,芝,重,6,馬1016_06,3,牡,476,0,騎手11,調教師20,214.1,13,13,243.3,0,1,2,0,10,19,3,5.371103036273684,1.0,0.004670714619336758,0.003788223547421511,0,0,0,8.006367567650246,0,0,0,1,8.042051997422648,7.3464193119805365,6.7100377311220685,0,0,0.0
1016,2018-01-12,函館,3000,芝,重,7,馬1016_07,2,牝,449,-1,騎手01,調教師37,8.9,3,4,240.7,450,1,2,1,0,36,3,2.2925347571405443,0.23076923076923078,0.11235955056179775,0.09113018668572423,1,0,1,8.006367567650246,0,0,0,1,5.407553339049402,6.740503513580436,6.7100377311220685,0,0,0.0
1016,2018-01-12,函館,3000,芝,重,8,馬1016_08,2,牡,482,-2,騎手18,調教師03,24.0,8,5,241.1,300,1,2,0,17,2,3,3.2188758248682006,0.6153846153846154,0.041666666666666664,0.03379411089595607,2,0,1,8.006367567650246,0,0,0,1,9.6845399549945,7.190068851948747,6.7100377311220685,0,0,0.0
1016,2018-01-12,函館,3000,芝,重,9,馬1016_09,2,牡,495,-3,騎手30,調教師39,46.9,11,11,243.2,0,1,2,0,29,38,3,3.8691155044168695,0.8461538461538461,0.021321961620469083,0.01729336165251483,3,0,1,8.006367567650246,0,0,0,1,5.757070560336501,7.466819298538427,6.7100377311220685,0,0,0.0
